gene	target_chembl_id	target_pref_name	uniprot	molecule_chembl_id	pchembl_value	n_measurements	retrieved
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3966438	5.19	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3955306	5.32	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3932796	5.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3904785	5.82	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3923840	7.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3895838	7.2	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3914813	5.73	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3976546	5.82	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3970271	6.17	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3940720	6.46	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3944571	5.46	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3900593	6.51	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3955253	6.65	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3982024	6.49	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3962031	5.58	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3893017	5.12	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3901988	6.26	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3908767	5.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3936720	5.16	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3984639	6.45	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3956031	5.63	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3890846	6.13	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3930237	6.58	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3979648	4.69	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3955013	5.375	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3983635	5.54	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3966165	4.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3894825	5.5	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3973951	7.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3925939	8.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3982710	7.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3921816	7.58	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3893822	8.28	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3930762	8.16	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3902778	8.25	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3939771	8.14	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3911796	8.08	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3964033	7.41	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3930620	9.14	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3929484	8.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3957055	8.59	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3920583	8.15	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3884044	5.73	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3885496	5.99	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3883830	6.01	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3883667	6.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3884279	6.68	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3883560	7.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3884141	6.58	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3884118	5.74	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3885367	6.01	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3885245	5.75	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3884506	6.96	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3884552	6.11	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3885174	7.05	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3885011	6.6	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3945293	5.63	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3917405	6.65	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3951291	5.39	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3980203	5.51	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3942555	5.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL435160	4.08	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3953547	4.32	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689762	6.82	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689763	6.165	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689764	6.1	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689765	6.46	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689766	5.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689767	5.57	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689768	6.0	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689769	5.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689770	6.5	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689771	5.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689773	6.14	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689774	5.57	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689775	6.12	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689777	6.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689778	6.2	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689779	6.11	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689780	7.0	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689781	6.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689782	6.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689783	6.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689784	6.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689785	7.14	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689786	6.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689787	6.75	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689788	6.96	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689789	6.42	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689790	6.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689792	6.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689793	6.08	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689794	6.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689795	6.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689796	6.41	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689797	6.23	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689798	6.44	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689799	6.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689800	6.77	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689801	5.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689802	6.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689803	5.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3639886	5.54	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689805	6.19	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689806	6.0	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689807	6.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689808	6.28	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689809	6.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689810	6.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689811	6.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689812	6.0	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689813	5.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689814	5.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689815	5.34	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689816	5.82	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689817	6.64	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689818	7.08	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689819	7.1	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689820	6.51	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689821	7.2	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689822	7.29	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689825	6.72	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689826	6.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689827	6.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689829	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689830	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689831	6.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689832	6.75	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689833	7.16	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689834	7.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689835	7.05	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689837	5.92	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689838	7.1	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689839	6.57	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689840	7.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689841	7.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689842	7.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689843	6.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689844	6.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689845	6.58	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689846	7.22	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689847	6.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689848	6.33	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689849	7.16	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689850	6.72	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689851	6.27	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689852	7.05	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689853	6.43	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689854	6.48	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689855	6.72	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689856	7.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689857	6.27	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689858	8.0	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689859	6.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689861	6.11	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689862	5.13	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689863	6.66	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689864	6.39	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689865	6.46	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689866	6.57	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689867	6.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689868	7.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689869	7.05	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689870	7.16	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689871	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689872	6.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689873	7.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689874	6.82	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689875	6.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689876	7.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689877	7.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689878	7.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689879	7.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689880	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689881	7.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689882	7.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689883	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689884	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689885	7.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689886	7.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689887	7.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689888	7.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689889	7.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689890	7.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689891	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689892	7.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689893	7.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689894	7.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689895	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689896	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689897	7.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689898	7.52	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689899	7.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3689900	6.58	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3650142	8.36	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3650143	7.67	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3650144	7.33	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3650145	6.9	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3700342	6.13	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3700343	6.48	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3700344	6.75	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3700345	6.67	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3700346	6.29	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692568	5.12	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692630	5.16	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692639	5.44	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692641	5.21	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692642	5.3	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692651	5.17	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692656	5.05	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692663	5.04	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692665	5.18	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692666	5.04	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692671	5.4399999999999995	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692673	5.4	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3639915	5.38	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692676	5.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692678	5.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692679	5.29	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692683	5.92	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692684	5.57	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692686	5.75	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692688	5.470000000000001	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692689	5.54	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692690	5.21	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3692691	5.06	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664139	7.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664039	7.09	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664040	7.77	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664041	8.24	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664042	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664043	7.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664044	7.16	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664045	7.55	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664046	7.54	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664047	7.35	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664048	7.72	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664049	7.72	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664050	7.51	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664051	7.11	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664052	7.28	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664053	7.75	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664054	7.82	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664055	8.0	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664056	7.6	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664057	7.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664058	7.64	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664059	7.85	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664060	7.68	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664061	7.455	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664062	7.76	2	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664063	7.96	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3639629	7.82	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664064	7.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664065	7.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664066	7.82	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664067	7.96	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664068	7.62	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664069	7.7	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664070	7.8	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664071	7.89	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664072	8.0	1	2026-08-04
HDAC1	CHEMBL325	Histone deacetylase 1	Q13547	CHEMBL3664073	7.72	1	2026-08-04
